month,op,jobs,water_mgal
2012-01,ANADARKO PETROLEUM CORPORATION,137,31.6329693
2012-01,ANSCHUTZ EXPLORATION CORPORATION,1,0.0
2012-01,APACHE CORPORATION,62,3.546241
2012-01,ATHLON ENERGY OPERATING LLC,2,3.062741
2012-01,"ATLAS ENERGY, L.P.",3,0.0
2012-01,BHP BILLITON PETROLEUM,27,13.165908
2012-01,BILL BARRETT CORP,27,12.972487000000001
2012-01,"BLUESTEM ENERGY HOLDINGS, LLC",1,1.241058
2012-01,BP AMERICA PRODUCTION COMPANY,21,0.0
2012-01,CABOT OIL & GAS CORP,8,0.0
2012-01,"CARRIZO OIL & GAS, INC.",14,0.0
2012-01,"CHAPARRAL ENERGY, LLC",3,0.0
2012-01,"CHESAPEAKE OPERATING, INC.",153,7.364153999999999
2012-01,CHEVRON USA INC.,39,0.0
2012-01,CHEYENNE PETROLEUM COMPANY,2,0.0
2012-01,CHIEF OIL & GAS,1,0.0
2012-01,COBRA OIL & GAS CORPORATION,1,1.151585
2012-01,COG OPERATING LLC,4,2.392866
2012-01,COMSTOCK OIL & GAS,8,0.0
2012-01,CONOCOPHILLIPS COMPANY/BURLINGTON RESOURCES,38,0.0
2012-01,"CONTINENTAL RESOURCES, INC",29,0.0
2012-01,"DENBURY ONSHORE, LLC",3,4.720934
2012-01,DEVON ENERGY PRODUCTION COMPANY L. P.,78,35.427767
2012-01,EL PASO E&P COMPANY,15,0.0
2012-01,ENCANA OIL & GAS (USA) INC.,55,12.756492
2012-01,ENERGEN RESOURCES CORPORATION,33,0.0
2012-01,ENERGY CORPORATION OF AMERICA,1,3.603852
2012-01,"ENERVEST, LTD.",12,0.0
2012-01,"EOG RESOURCES, INC.",79,18.626948
2012-01,EQT PRODUCTION,9,20.512666000000003
2012-01,"EXCO RESOURCES, INC.",14,0.0
2012-01,"FASKEN OIL AND RANCH, LTD.",1,0.0
2012-01,"FIML NATURAL RESOURCES, LLC",11,0.0
2012-01,FOREST OIL CORPORATION,1,0.0
2012-01,"G3 OPERATING, LLC.",2,0.0
2012-01,"GOODRICH PETROLEUM COMPANY, LLC",3,0.0
2012-01,"GREAT PLAINS OPERATING, LLC",1,3.414558
2012-01,HALCON RESOURCES CORPORATION,1,2.104032
2012-01,HESS CORPORATION,29,15.383639
2012-01,HIGHMOUNT EXPLORATION & PRODUCTION,5,0.0
2012-01,HUNT MARCELLUS OPERATING COMPANY,2,0.0
2012-01,HUNT OIL COMPANY,1,0.0
2012-01,INDIGO MINERALS,1,0.0
2012-01,J CLEO THOMPSON,2,0.83475
2012-01,KODIAK OIL & GAS CORP,4,3.435646
2012-01,LAREDO ENERGY,1,6.611766
2012-01,"LAREDO PETROLEUM, INC.",12,0.0
2012-01,"LECLAIR OPERATING CO., INC.",1,0.0
2012-01,"LEGEND NATURAL GAS, LLC",1,0.0
2012-01,LENORMAN OPERATING LLC,1,0.0
2012-01,"LINN ENERGY, LLC",5,17.114835
2012-01,MARATHON OIL,30,0.0
2012-01,MATADOR PRODUCTION COMPANY,1,5.327219
2012-01,MEWBOURNE OIL COMPANY,2,0.0
2012-01,MURPHY EXPLORATION AND PRODUCTION USA,1,0.0
2012-01,NAVIDAD RESOURCES LLC,1,2.093713
2012-01,NEWFIELD EXPLORATION,46,34.586267
2012-01,"NOBLE ENERGY, INC.",100,0.0
2012-01,OASIS PETROLEUM,1,0.0
2012-01,OCCIDENTAL OIL AND GAS,81,4.149781
2012-01,"PATARA OIL & GAS, LLC",2,0.0
2012-01,"PATRIOT RESOURCES, INC.",1,0.0
2012-01,PDC ENERGY,1,0.0
2012-01,PENN VIRGINIA OIL & GAS CORPORATION,4,0.0
2012-01,PENNSYLVANIA GENERAL ENERGY,4,24.86708
2012-01,PETROQUEST ENERGY LLC,4,0.0
2012-01,PIONEER NATURAL RESOURCES,97,16.066761
2012-01,PLAINS EXPLORATION & PRODUCTION COMPANY,6,0.0
2012-01,QEP ENERGY COMPANY,8,14.347564
2012-01,"QUANTUM RESOURCES MANAGEMENT, LLC",2,0.0
2012-01,RANGE RESOURCES CORPORATION,33,13.225519
2012-01,REX ENERGY,4,0.0
2012-01,ROSETTA RESOURCES,4,0.0
2012-01,ROSEWOOD RESOURCES,2,0.0
2012-01,"ROYALTY LAND & DEV. CO., INC.",1,1.675884
2012-01,SAMSON,17,0.0
2012-01,"SAMSON EXPLORATION, LLC",1,0.0
2012-01,SANDRIDGE ENERGY,79,1.895704
2012-01,SENECA RESOURCES CORPORATION,2,0.0
2012-01,SHELL OIL COMPANY AFFILIATE,21,40.71669
2012-01,"SLAWSON EXPLORATION COMPANY, INC.",6,3.760008
2012-01,SM ENERGY,7,0.02696
2012-01,SOUTHWESTERN ENERGY,60,2.536383
2012-01,STATOIL OIL & GAS LP,2,2.562064
2012-01,STELLER ENERGY & INVESTMENT CORP,2,1.7665199999999999
2012-01,STRAT LAND EXPLORATION CO,1,0.012474
2012-01,SUMMIT PETROLEUM LLC,1,0.0
2012-01,"SWIFT ENERGY OPERATING, LLC",7,4.551882
2012-01,TALISMAN ENERGY USA INC.,15,0.0
2012-01,"TITAN OPERATING, LLC",4,0.0
2012-01,ULTRA RESOURCES,10,0.0
2012-01,UNIT PETROLEUM,2,0.0
2012-01,"W&T OFFSHORE, INC.",1,0.0
2012-01,WHITING PETROLEUM,11,0.0
2012-01,WILDHORSE RESOURCES LLC,1,5.619189
2012-01,WILLIAMS OIL COMPANY,1,0.0
2012-01,WPX ENERGY,40,0.0
2012-01,XTO ENERGY/EXXONMOBIL,115,3.972444
2012-02,ANADARKO PETROLEUM CORPORATION,170,29.51068
2012-02,ANSCHUTZ EXPLORATION CORPORATION,1,0.0
2012-02,APACHE CORPORATION,65,1.9121759999999999
2012-02,"ARUBA PETROLEUM, INC.",3,0.0
2012-02,ATHLON ENERGY OPERATING LLC,2,2.385393
2012-02,"ATLAS ENERGY, L.P.",1,0.0
2012-02,"AXIA ENERGY, LLC",2,2.059355
2012-02,"BC OPERATING, INC.",3,0.0
2012-02,"BEST PETROLEUM EXPLORATIONS, INC.",1,0.0
2012-02,BHP BILLITON PETROLEUM,33,8.362998000000001
2012-02,"BIG STAR OIL & GAS, LLC",1,0.0
2012-02,BILL BARRETT CORP,24,6.007665
2012-02,"BONANZA CREEK ENERGY, INC.",6,0.0
2012-02,BP AMERICA PRODUCTION COMPANY,19,0.0
2012-02,"BRIGHAM RESOURCES OPERATING, LLC",1,0.908082
2012-02,BTA OIL PRODUCERS LLC,1,0.0
2012-02,CABOT OIL & GAS CORP,9,0.0
2012-02,CALLON PETROLEUM OPERATING COMPANY,1,1.032612
2012-02,"CARRIZO OIL & GAS, INC.",7,0.0
2012-02,"CHAPARRAL ENERGY, LLC",3,0.0
2012-02,"CHESAPEAKE OPERATING, INC.",135,0.0
2012-02,CHEVRON USA INC.,32,0.0
2012-02,CHEYENNE PETROLEUM COMPANY,1,0.0
2012-02,CHIEF OIL & GAS,5,0.0
2012-02,CIMAREX ENERGY CO.,4,0.0
2012-02,CIMAREX ENERGY CO. OF COLORADO,4,0.0
2012-02,CINCO NATURAL RESOURCES CORPORATION,4,0.0
2012-02,CIRQUE RESOURCES LP,1,0.0
2012-02,CITATION OIL AND GAS CORP.,2,0.0
2012-02,COG OPERATING LLC,32,0.0
2012-02,COMSTOCK OIL & GAS,6,0.0
2012-02,CONOCOPHILLIPS COMPANY/BURLINGTON RESOURCES,34,0.100225
2012-02,CONSOL ENERGY INC.,1,0.0
2012-02,"CONTINENTAL RESOURCES, INC",26,0.0
2012-02,CRESCENT POINT ENERGY US CORP,1,3.064666
2012-02,CRIMSON EXPLORATION OPER. INC.,1,0.0
2012-02,"CROWNQUEST OPERATING, LLC",3,0.0
2012-02,DELTA OIL & GAS LTD.,4,0.0
2012-02,"DENBURY ONSHORE, LLC",6,2.335704
2012-02,DEVON ENERGY PRODUCTION COMPANY L. P.,75,28.220261
2012-02,"DTE GAS RESOURCES, LLC",2,0.0
2012-02,"EAGLERIDGE ENERGY, LLC",3,0.0
2012-02,EL PASO E&P COMPANY,11,0.0
2012-02,ENCANA OIL & GAS (USA) INC.,75,0.0
2012-02,ENERGEN RESOURCES CORPORATION,48,0.0
2012-02,ENERGY CORPORATION OF AMERICA,2,5.025677999999999
2012-02,"ENERVEST, LTD.",5,0.0
2012-02,"EOG RESOURCES, INC.",79,97.621545
2012-02,EQT PRODUCTION,7,8.405261
2012-02,"ESCONDIDO RESOURCES II, LLC",1,0.093957
2012-02,"EXCO RESOURCES, INC.",13,0.0
2012-02,"FASKEN OIL AND RANCH, LTD.",11,0.0
2012-02,FIDELITY EXPLORATION & PRODUCTION,3,0.0
2012-02,"FIML NATURAL RESOURCES, LLC",13,0.0
2012-02,"FINLEY RESOURCES, INC.",1,0.0
2012-02,"FRANKS EXPLORATION COMPANY, LLC",1,0.0
2012-02,"G3 OPERATING, LLC.",3,0.0
2012-02,"GOODRICH PETROLEUM COMPANY, LLC",1,0.0
2012-02,GRIFFIN PETROLEUM COMPANY,1,0.016436
2012-02,"H&L EXPLORATION COMPANY, LLC",1,0.0
2012-02,HENRY RESOURCES LLC,8,0.0
2012-02,HESS CORPORATION,27,14.192536
2012-02,HIGHMOUNT EXPLORATION & PRODUCTION,11,0.0
2012-02,HUNT OIL COMPANY,4,0.0
2012-02,J CLEO THOMPSON,10,3.6822809999999997
2012-02,J-W OPERATING COMPANY,3,0.0
2012-02,JOHNSON & ERNST OPERATING CO.,1,0.0
2012-02,K.P. KAUFFMAN COMPANY,2,0.0
2012-02,KODIAK OIL & GAS CORP,4,0.0
2012-02,"LAREDO PETROLEUM, INC.",17,6.912726
2012-02,"LEGEND NATURAL GAS, LLC",6,0.0
2012-02,LENORMAN OPERATING LLC,1,1.534585
2012-02,LEWIS ENERGY GROUP,11,0.0
2012-02,"LINN ENERGY, LLC",12,30.023912
2012-02,MAGNUM HUNTER RESOURCES CORP,1,0.0
2012-02,MARATHON OIL,32,0.0
2012-02,MATADOR PRODUCTION COMPANY,1,2.98179
2012-02,MEWBOURNE OIL COMPANY,2,0.0
2012-02,MUREX PETROLEUM CORP.,1,1.956822
2012-02,MURPHY EXPLORATION AND PRODUCTION USA,4,0.0
2012-02,NEWFIELD EXPLORATION,37,65.85359299999999
2012-02,NFR ENERGY LLC,1,0.0
2012-02,"NOBLE ENERGY, INC.",83,0.0
2012-02,OASIS PETROLEUM,1,2.623895
2012-02,OCCIDENTAL OIL AND GAS,79,3.164841
2012-02,"OMNI OIL & GAS, INC.",27,0.0
2012-02,"PARSLEY ENERGY OPERATIONS, LLC",4,0.0
2012-02,PARTEE DRILLING INC,1,0.589467
2012-02,"PATARA OIL & GAS, LLC",2,0.0
2012-02,"PATRIOT RESOURCES, INC.",2,0.0
2012-02,PDC ENERGY,1,0.0
2012-02,PENN VIRGINIA OIL & GAS CORPORATION,4,0.0
2012-02,PENNSYLVANIA GENERAL ENERGY,6,31.320817
2012-02,PETEX,2,0.0
2012-02,PIONEER NATURAL RESOURCES,93,19.804386
2012-02,PLAINS EXPLORATION & PRODUCTION COMPANY,14,0.0
2012-02,PLATINUM ENERGY SOLUTIONS,1,0.0
2012-02,PRIMEXX OPERATING CORPORATION,1,0.0
2012-02,"PROPEL ENERGY, LLC",1,0.019501
2012-02,QEP ENERGY COMPANY,12,1.657583
2012-02,"QUANTUM RESOURCES MANAGEMENT, LLC",3,0.0
2012-02,RANGE RESOURCES CORPORATION,22,5.316065999999999
2012-02,"RELIANCE ENERGY, INC",7,0.0
2012-02,RESOLUTE NATURAL RESOURCES,1,0.0
2012-02,RKI EXPLORATION & PRODUCTION,1,0.543158
2012-02,ROSETTA RESOURCES,4,2.057742
2012-02,SAMSON,9,0.0
2012-02,"SAMSON EXPLORATION, LLC",1,0.0
2012-02,"SAMSON OIL AND GAS MONTANA, INC.",1,0.0
2012-02,SANDRIDGE ENERGY,62,0.0
2012-02,SENECA RESOURCES CORPORATION,2,6.843564
2012-02,SHELL OIL COMPANY AFFILIATE,21,47.963414
2012-02,"SLAWSON EXPLORATION COMPANY, INC.",3,0.0
2012-02,SM ENERGY,12,0.0
2012-02,SOUTHWESTERN ENERGY,51,0.0
2012-02,STATOIL OIL & GAS LP,5,3.443806
2012-02,STELLER ENERGY & INVESTMENT CORP,1,2.277752
2012-02,STRAT LAND EXPLORATION CO,2,0.04436
2012-02,SUMMIT PETROLEUM LLC,3,0.0
2012-02,SUNDANCE ENERGY,1,0.347259
2012-02,"SWIFT ENERGY OPERATING, LLC",6,0.0
2012-02,TALISMAN ENERGY USA INC.,20,3.945504
2012-02,TECPETROL OPERATING LLC,2,0.0
2012-02,"THREE RIVERS OPERATING COMPANY, LLC",1,0.0
2012-02,"TITAN OPERATING, LLC",4,0.0
2012-02,"TRI-C RESOURCES, LLC",1,0.16464
2012-02,ULTRA RESOURCES,11,0.0
2012-02,UNIT PETROLEUM,4,0.0
2012-02,VENOCO INC,1,0.0
2012-02,"W&T OFFSHORE, INC.",4,0.0
2012-02,WARD PETROLEUM,1,0.0
2012-02,"WG OPERATING, INC.",1,0.0
2012-02,WHITING PETROLEUM,15,0.0
2012-02,WILDHORSE RESOURCES LLC,1,1.789887
2012-02,WPX ENERGY,31,0.0
2012-02,XTO ENERGY/EXXONMOBIL,86,16.989592000000002
2012-03,AERA ENERGY LLC,1,0.0
2012-03,AMERICAN EAGLE ENERGY CORPORATION,1,1.511
2012-03,ANADARKO PETROLEUM CORPORATION,166,52.754478
2012-03,APACHE CORPORATION,70,2.52424
2012-03,ATHLON ENERGY OPERATING LLC,4,4.387824
2012-03,"ATLANTIC OPERATING, INC.",1,0.0
2012-03,BBX OPERATING,1,0.104496
2012-03,"BC OPERATING, INC.",3,0.0
2012-03,BERRY PETROLEUM,2,0.0
2012-03,BHP BILLITON PETROLEUM,27,10.47837
2012-03,"BIG STAR OIL & GAS, LLC",2,0.0
2012-03,BILL BARRETT CORP,18,2.807181
2012-03,"BLUESTEM ENERGY HOLDINGS, LLC",3,2.471085368995933
2012-03,"BONANZA CREEK ENERGY, INC.",10,0.0
2012-03,BP AMERICA PRODUCTION COMPANY,14,0.0
2012-03,BTA OIL PRODUCERS LLC,2,0.0
2012-03,BVX OPERATING INC.,1,0.0
2012-03,CABOT OIL & GAS CORP,8,0.0
2012-03,"CARRIZO OIL & GAS, INC.",9,3.828468
2012-03,"CHAPARRAL ENERGY, LLC",4,0.0
2012-03,"CHESAPEAKE OPERATING, INC.",140,8.0178
2012-03,CHEVRON USA INC.,27,0.0
2012-03,CHEYENNE PETROLEUM COMPANY,1,0.0
2012-03,CHIEF OIL & GAS,3,0.0
2012-03,CIMAREX ENERGY CO.,6,0.0
2012-03,CIMAREX ENERGY CO. OF COLORADO,2,0.0
2012-03,CITATION OIL AND GAS CORP.,2,0.0
2012-03,CITRUS ENERGY CORPORATION,1,5.797302
2012-03,"CML EXPLORATION, LLC",1,0.0
2012-03,COBRA OIL & GAS CORPORATION,2,3.865443
2012-03,COG OPERATING LLC,28,1.145844
2012-03,COMSTOCK OIL & GAS,11,0.0
2012-03,CONOCOPHILLIPS COMPANY/BURLINGTON RESOURCES,33,0.313554
2012-03,CONSOL ENERGY INC.,8,2.939228
2012-03,"CONTINENTAL RESOURCES, INC",29,0.0
2012-03,CORINTHIAN EXPLORATION (USA) CORP.,1,0.0
2012-03,CRESCENT POINT ENERGY US CORP,2,10.070984
2012-03,"CROWNQUEST OPERATING, LLC",8,0.0
2012-03,DELTA OIL & GAS LTD.,2,0.0
2012-03,"DENBURY ONSHORE, LLC",4,0.0
2012-03,DEVON ENERGY PRODUCTION COMPANY L. P.,58,81.740787
2012-03,"DTE GAS RESOURCES, LLC",1,0.0
2012-03,"EAGLERIDGE ENERGY, LLC",1,0.0
2012-03,EL PASO E&P COMPANY,10,0.0
2012-03,"ELEMENT PETROLEUM OPERATING, LLC",1,0.0
2012-03,ENCANA OIL & GAS (USA) INC.,62,0.0
2012-03,ENERGEN RESOURCES CORPORATION,39,0.588756
2012-03,ENERPLUS RESOURCES (USA) CORPORATION,3,0.0
2012-03,"ENERVEST, LTD.",6,0.0
2012-03,"EOG RESOURCES, INC.",105,43.051092999999995
2012-03,EQT PRODUCTION,7,10.701412999999999
2012-03,"ESCONDIDO RESOURCES II, LLC",1,0.10534
2012-03,"EXCO RESOURCES, INC.",20,0.621684
2012-03,"FAIRWAYS EXPLORATION & PRODUCTION, LLC",1,0.0
2012-03,"FASKEN OIL AND RANCH, LTD.",10,0.0
2012-03,FIDELITY EXPLORATION & PRODUCTION,2,0.0
2012-03,"FIML NATURAL RESOURCES, LLC",13,0.0
2012-03,"FINLEY RESOURCES, INC.",3,0.0
2012-03,FOREE OIL COMPANY,1,0.0
2012-03,FOREST OIL CORPORATION,3,0.0
2012-03,"G3 OPERATING, LLC.",2,0.0
2012-03,"GOODRICH PETROLEUM COMPANY, LLC",1,0.0
2012-03,GUNN OIL COMPANY,1,0.0
2012-03,HENRY RESOURCES LLC,7,0.0
2012-03,HESS CORPORATION,27,28.375387642
2012-03,HIGHMOUNT EXPLORATION & PRODUCTION,8,0.0
2012-03,"HOLMES EXPLORATION, LLC",2,3.376037
2012-03,HUNT MARCELLUS OPERATING COMPANY,2,0.0
2012-03,HUNT OIL COMPANY,4,0.0
2012-03,INDIGO MINERALS,1,0.0
2012-03,J CLEO THOMPSON,10,41.74371519608733
2012-03,J-W OPERATING COMPANY,1,0.0
2012-03,"JETTA OPERATING COMPANY, INC",1,2.375654
2012-03,"JILPETCO, INC.",1,0.031415
2012-03,"JUNO OPERATING COMPANY II, LLC",2,0.0
2012-03,K.P. KAUFFMAN COMPANY,3,0.0
2012-03,KODIAK OIL & GAS CORP,3,0.0
2012-03,"LAREDO PETROLEUM, INC.",20,0.0
2012-03,LAYLINE PETROLEUM,1,0.0
2012-03,LCS PRODUCTION COMPANY,1,0.0
2012-03,"LEGEND NATURAL GAS, LLC",3,0.0
2012-03,LENORMAN OPERATING LLC,1,0.0
2012-03,LEWIS ENERGY GROUP,9,0.0
2012-03,"LINN ENERGY, LLC",16,37.555747000000004
2012-03,MAGNUM HUNTER RESOURCES CORP,2,0.0
2012-03,MARATHON OIL,27,0.0
2012-03,MATADOR PRODUCTION COMPANY,2,0.0
2012-03,MERIT ENERGY COMPANY,2,0.0
2012-03,"MERITAGE ENERGY COMPANY, LLC",1,0.0
2012-03,MEWBOURNE OIL COMPANY,2,0.0
2012-03,MUREX PETROLEUM CORP.,1,2.20332
2012-03,MURPHY EXPLORATION AND PRODUCTION USA,8,0.0
2012-03,NEWFIELD EXPLORATION,27,0.0
2012-03,"NOBLE ENERGY, INC.",79,0.0
2012-03,OASIS PETROLEUM,4,2.07291
2012-03,OCCIDENTAL OIL AND GAS,92,2.0447550000000003
2012-03,"OMNI OIL & GAS, INC.",50,0.0
2012-03,PARALLEL PETROLEUM LLC,2,0.009722
2012-03,"PARSLEY ENERGY OPERATIONS, LLC",6,1.129683
2012-03,PARTEE DRILLING INC,1,0.58464
2012-03,"PATRIOT RESOURCES, INC.",4,0.0
2012-03,PDC ENERGY,2,0.0
2012-03,PENN VIRGINIA OIL & GAS CORPORATION,2,0.0
2012-03,PENNSYLVANIA GENERAL ENERGY,3,18.44358
2012-03,PETEX,3,0.067704
2012-03,PETROQUEST ENERGY LLC,5,0.0
2012-03,PIONEER NATURAL RESOURCES,99,36.404147
2012-03,PLAINS EXPLORATION & PRODUCTION COMPANY,4,0.0
2012-03,PRIMEXX OPERATING CORPORATION,2,0.0
2012-03,"PROPEL ENERGY, LLC",1,0.017952
2012-03,QEP ENERGY COMPANY,19,0.387107
2012-03,"QUANTUM RESOURCES MANAGEMENT, LLC",8,0.146445
2012-03,RANGE RESOURCES CORPORATION,19,7.064819999999999
2012-03,"RED WILLOW PRODUCTION, LLC",1,0.0
2012-03,"RELIANCE ENERGY, INC",1,0.0
2012-03,RESOLUTE NATURAL RESOURCES,2,0.0
2012-03,RK PETROLEUM CORP.,1,0.0
2012-03,RKI EXPLORATION & PRODUCTION,3,0.710954
2012-03,ROSETTA RESOURCES,4,0.0
2012-03,"S. B. STREET OPERATING, INC.",1,0.0
2012-03,SAMSON,13,0.0
2012-03,"SAMSON OIL AND GAS MONTANA, INC.",1,0.0
2012-03,SANCHEZ OIL & GAS CORPORATION,1,0.240183
2012-03,SANDRIDGE ENERGY,63,0.0
2012-03,SENECA RESOURCES CORPORATION,4,31.348674
2012-03,SHELL OIL COMPANY AFFILIATE,32,52.070434
2012-03,"SLAWSON EXPLORATION COMPANY, INC.",3,0.61851
2012-03,SM ENERGY,13,0.0
2012-03,SOUTHWESTERN ENERGY,64,7.603184
2012-03,STATOIL OIL & GAS LP,16,0.0
2012-03,STONE ENERGY CORPORATION,5,25.3208
2012-03,STRAT LAND EXPLORATION CO,3,0.08372299999999999
2012-03,SUMMIT PETROLEUM LLC,3,0.0
2012-03,"SWIFT ENERGY OPERATING, LLC",4,0.0
2012-03,SYNERGY RESOURCES CORPORATION,7,1.383319
2012-03,TALISMAN ENERGY USA INC.,18,0.0
2012-03,"TEXLAND PETROLEUM, LP",1,0.0
2012-03,THREE RIVERS OPERATING CO II LLC,1,1.34946
2012-03,"THREE RIVERS OPERATING COMPANY, LLC",2,0.0
2012-03,ULTRA RESOURCES,5,0.0
2012-03,UNIT PETROLEUM,3,0.0
2012-03,"W&T OFFSHORE, INC.",5,0.0
2012-03,"WALSH & WATTS, INC.",3,0.10248
2012-03,WALTER EXPLORATION COMPANY,2,0.0
2012-03,WARD PETROLEUM,1,0.0
2012-03,WESTERN OPERATING COMPANY,1,0.009896
2012-03,WEXPRO COMPANY,2,0.245359
2012-03,"WG OPERATING, INC.",4,0.0
2012-03,WHITING PETROLEUM,35,0.0
2012-03,WINDSOR PERMIAN LLC,3,0.0
2012-03,WPX ENERGY,76,0.0
2012-03,XTO ENERGY/EXXONMOBIL,99,51.739968000000005
2012-03,"ZAVANNA, LLC",1,0.0
2012-04,ABRAXAS PETROLEUM CORPORATION,1,0.0
2012-04,AERA ENERGY LLC,2,0.008148
2012-04,ANADARKO PETROLEUM CORPORATION,132,29.210363
2012-04,ANTERO RESOURCES CORPORATION,3,14.188482
2012-04,APACHE CORPORATION,70,0.0
2012-04,"APOLLO OPERATING, LLC",3,0.0
2012-04,APPROACH RESOURCES,2,12.078437
2012-04,ATHLON ENERGY OPERATING LLC,5,1.433754
2012-04,"AZTEC DRILLING & OPERATING, LLC",1,0.019656
2012-04,"BAYSWATER EXPLORATION & PRODUCTION, LLC",8,0.714546
2012-04,BAYTEX ENERGY USA LTD,2,3.277769
2012-04,"BC OPERATING, INC.",7,0.0
2012-04,BERRY PETROLEUM,6,0.0
2012-04,BHP BILLITON PETROLEUM,36,15.523578
2012-04,"BIG STAR OIL & GAS, LLC",3,0.0
2012-04,BILL BARRETT CORP,27,0.0
2012-04,"BLACK RAVEN ENERGY, INC.",15,0.114105
2012-04,BLUESCAPE RESOURCES,2,7.306325
2012-04,"BONANZA CREEK ENERGY, INC.",12,2.20911
2012-04,BP AMERICA PRODUCTION COMPANY,18,0.0
2012-04,BVX OPERATING INC.,2,0.0
2012-04,CABOT OIL & GAS CORP,7,0.0
2012-04,CALLON PETROLEUM OPERATING COMPANY,1,1.262787
2012-04,"CARRIZO OIL & GAS, INC.",11,4.102206
2012-04,"CHAPARRAL ENERGY, LLC",1,0.0
2012-04,"CHESAPEAKE OPERATING, INC.",133,8.144766
2012-04,CHEVRON USA INC.,28,0.0
2012-04,CHEYENNE PETROLEUM COMPANY,3,0.0
2012-04,CHIEF OIL & GAS,5,0.0
2012-04,CIMAREX ENERGY CO.,5,0.0
2012-04,CIMAREX ENERGY CO. OF COLORADO,9,0.0
2012-04,CINCO NATURAL RESOURCES CORPORATION,2,8.393616
2012-04,CITATION OIL AND GAS CORP.,2,0.0
2012-04,"CLAYTON WILLIAMS ENERGY, INC.",1,0.0
2012-04,COBRA OIL & GAS CORPORATION,1,1.352905
2012-04,COG OPERATING LLC,31,4.365648
2012-04,COMSTOCK OIL & GAS,5,0.0
2012-04,CONOCOPHILLIPS COMPANY/BURLINGTON RESOURCES,35,0.652883
2012-04,CONSOL ENERGY INC.,9,26.624102
2012-04,"CONTINENTAL RESOURCES, INC",24,1.943046
2012-04,CRESCENT POINT ENERGY US CORP,1,2.339568
2012-04,"CROWNQUEST OPERATING, LLC",7,0.0
2012-04,DELTA OIL & GAS LTD.,4,0.0
2012-04,"DENBURY ONSHORE, LLC",4,0.0
2012-04,DEVON ENERGY PRODUCTION COMPANY L. P.,67,40.916283
2012-04,DIAMONDBACK E&P LLC,1,1.117326
2012-04,"DISCOVERY OPERATING, INC.",1,0.0
2012-04,"DTE GAS RESOURCES, LLC",3,0.0
2012-04,"EAGLERIDGE ENERGY, LLC",1,0.0
2012-04,EL PASO E&P COMPANY,10,0.0
2012-04,ENCANA OIL & GAS (USA) INC.,40,0.0
2012-04,ENDEAVOR ENERGY RESOURCES,11,2.189816
2012-04,ENERGEN RESOURCES CORPORATION,40,0.0
2012-04,ENERGY CORPORATION OF AMERICA,3,8.355648
2012-04,ENERPLUS RESOURCES (USA) CORPORATION,2,2.156262
2012-04,"ENERVEST, LTD.",8,0.0
2012-04,"EOG RESOURCES, INC.",83,24.201389
2012-04,EP ENERGY,6,25.191814
2012-04,EQT PRODUCTION,9,31.302872
2012-04,"ESCONDIDO RESOURCES II, LLC",1,0.093957
2012-04,"EXCO RESOURCES, INC.",13,0.0
2012-04,"EXL PETROLEUM, LP",1,0.0
2012-04,"FASKEN OIL AND RANCH, LTD.",11,0.0
2012-04,FIDELITY EXPLORATION & PRODUCTION,3,0.0
2012-04,"FIML NATURAL RESOURCES, LLC",7,0.0
2012-04,"FINLEY RESOURCES, INC.",2,0.0
2012-04,FOREE OIL COMPANY,1,0.0
2012-04,FOREST OIL CORPORATION,2,0.0
2012-04,"G3 OPERATING, LLC.",2,0.0
2012-04,GMX RESOURCES,1,1.540671
2012-04,"GOODRICH PETROLEUM COMPANY, LLC",1,0.0
2012-04,"GREAT WESTERN OIL & GAS COMPANY, LLC",4,2.620379
2012-04,GRIFFIN PETROLEUM COMPANY,1,0.011257
2012-04,"H&L EXPLORATION COMPANY, LLC",2,0.0
2012-04,HENRY RESOURCES LLC,9,0.0
2012-04,HESS CORPORATION,28,14.127216
2012-04,HIGHMOUNT EXPLORATION & PRODUCTION,9,4.32629
2012-04,"HOLMES EXPLORATION, LLC",4,7.4224619999999994
2012-04,HUNT OIL COMPANY,6,0.0
2012-04,INDIGO MINERALS,3,0.0
2012-04,J CLEO THOMPSON,10,7.833809
2012-04,J-W OPERATING COMPANY,1,0.0
2012-04,"JETTA OPERATING COMPANY, INC",1,0.639757
2012-04,"JILPETCO, INC.",2,0.038178000000000004
2012-04,JONES ENERGY LTD,1,0.0
2012-04,"JUNO OPERATING COMPANY II, LLC",6,0.0
2012-04,K.P. KAUFFMAN COMPANY,3,0.0
2012-04,KODIAK OIL & GAS CORP,4,8.209509
2012-04,"LAREDO PETROLEUM, INC.",20,0.0
2012-04,LAYLINE PETROLEUM,3,0.0
2012-04,LCS PRODUCTION COMPANY,1,0.0
2012-04,"LEGADO PERMIAN, LLC",3,0.0
2012-04,"LEGEND NATURAL GAS, LLC",1,0.0
2012-04,LENORMAN OPERATING LLC,3,2.965411
2012-04,LEWIS ENERGY GROUP,16,0.0
2012-04,LIBERTY RESOURCES LLC,2,0.0
2012-04,"LINN ENERGY, LLC",17,54.620018
2012-04,MAGNUM HUNTER RESOURCES CORP,1,0.0
2012-04,MARATHON OIL,32,0.0
2012-04,MATADOR PRODUCTION COMPANY,1,0.0
2012-04,"MCELVAIN ENERGY, INC.",1,0.0
2012-04,MERIT ENERGY COMPANY,5,0.0
